Id,city,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,type_of_house,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
1352,Kuju,42,F,S.C.,Goat rearing,none,47000.0,4500.0,0,3,1.0,T1,2,800.0,1.0,0.5,Meat Businesses,12,12,5000.0
16340,pune,38,F,Matang,Vegetable vendor,none,60000.0,4000.0,0,2,1.0,T1,3,180.0,0.0,1.0,Agro Based Businesses,12,12,5000.0
28873,Santipur,44,F,Minority,Handloom Work,none,60000.0,3000.0,0,1,1.0,T1,4,900.0,1.0,1.0,Handicrafts,12,50,15000.0
10935,Nuapada,19,F,,Readymade Garments,,0.0,3000.0,0,0,1.0,T1,0,0.0,0.0,,Apparels,12,12,3000.0
28914,Muzaffarpur,25,F,OBC,Goat rearing,Agriculture,60000.0,2000.0,0,0,1.0,R,2,100.0,1.0,1.0,Meat Businesses,12,50,12000.0
21050,Chandipur,24,F,General,Papad business,Others,16800.0,4100.0,0,1,1.0,T1,3,300.0,0.0,1.0,Eateries,12,12,10000.0
13306,Kumardhubi,53,F,Hindu,Saree business,none,24000.0,3000.0,0,1,1.0,R,2,750.0,1.0,1.0,Apparels,12,12,5000.0
1264,Pusad,31,F,Vjnt,Centering Work,none,0.0,3000.0,0,3,1.0,T2,5,300.0,1.0,0.5,Construction Related Activities,12,12,5000.0
8540,Ranidurgavatti chowk,35,F,,Agarbatti sales,,0.0,1500.0,0,0,1.0,,0,0.0,0.0,,Agarbatti Business,12,50,5000.0
28476,,37,F,OBC,Tailoring,none,25000.0,2500.0,0,0,1.0,T1,2,800.0,1.0,1.0,Apparels,12,12,12000.0
19969,Shantipur,36,F,Minority,Handloom Work,none,24000.0,3900.0,0,2,1.0,T1,4,400.0,1.0,1.0,Handicrafts,12,50,11000.0
21909,pune,35,F,Maratha,Mess Work,none,48000.0,4000.0,0,0,1.0,R,3,450.0,1.0,1.0,Eateries,12,12,7000.0
36958,Imphal,45,M,OBC,Paddy cultivation,none,50000.0,1500.0,0,1,1.0,T2,3,1600.0,1.0,1.0,Farming/ Agriculture,12,12,8000.0
23857,Nanjangud,60,F,ST,Flower Business,none,36000.0,2500.0,0,0,1.0,T2,3,600.0,1.0,1.0,Agro Based Businesses,12,12,10000.0
4724,Balasore,22,F,SC,Bangles business,Others,12000.0,3000.0,0,1,1.0,R,3,280.0,1.0,0.5,Artifical Jewellry Selling,12,12,5000.0
27137,Saun,46,F,S.T.,Goat rearing,Others,12000.0,4000.0,0,1,1.0,T2,4,280.0,0.0,0.5,Meat Businesses,12,12,10000.0
36997,Bahoribadn,49,F,OBC,Bangles business,none,48000.0,2500.0,0,1,1.0,T2,2,450.0,0.0,0.5,Artifical Jewellry Selling,12,12,10000.0
17436,Jhabua,37,F,ST,Cloth business,none,60000.0,4000.0,0,6,1.0,R,2,1500.0,1.0,1.0,Apparels,12,12,10000.0
21147,PUSAD,21,F,OBC,Tiffin center,none,30000.0,4000.0,0,1,1.0,T2,2,500.0,0.0,1.0,Eateries,12,12,8000.0
36755,Digras,46,F,OBC,Education Loan,none,78000.0,3000.0,0,0,1.0,T2,3,300.0,1.0,1.0,Education Loan,12,12,8000.0
39357,KODANGAL MANDAL,50,F,BC,Gram cultivation,none,60000.0,3833.0,0,0,1.0,T1,2,300.0,0.0,0.5,Farming/ Agriculture,6,6,6000.0
31160,Pune,34,M,Muslim,Auto Rickshaw,none,60000.0,4000.0,0,3,1.0,T1,5,150.0,0.0,1.0,Transportation Services,12,12,12000.0
13139,Baruipur,37,F,SC,Tailoring,none,12000.0,3000.0,0,0,1.0,T1,3,400.0,1.0,0.5,Apparels,12,50,5000.0
37693,,44,F,OBC,Cow Rearing,none,55000.0,2500.0,0,0,1.0,T2,3,600.0,0.0,0.5,Animal husbandry,12,12,8000.0
32647,Sambalpur,29,F,ST,Poultry farm,Others,54000.0,3000.0,0,2,1.0,T1,4,200.0,0.0,0.5,Meat Businesses,12,12,8000.0
10846,Chandanpur,42,F,,Crown Making,,0.0,4000.0,0,0,1.0,T2,0,0.0,0.0,,Handicrafts,12,12,5000.0
19902,Bahadarpur,50,F,OBC,Cow Rearing,Agriculture,60000.0,4000.0,0,0,1.0,T2,2,1000.0,1.0,1.0,Animal husbandry,24,24,35000.0
396,NUAPADA,29,F,ST,Spices and condiments business,none,30000.0,3000.0,0,0,1.0,T1,1,112.0,1.0,0.5,Agro Based Businesses,12,12,5000.0
20218,PUSAD,32,F,OBC,Tailoring,none,15000.0,4000.0,0,2,1.0,T2,2,600.0,1.0,1.0,Apparels,12,12,8000.0
16489,Jhabua,25,F,SC,Bamboo craft,Daily wage labourer,84000.0,5000.0,0,2,1.0,T2,2,750.0,1.0,1.0,Handicrafts,12,12,10000.0
21093,SANDESHKHALI,25,F,G,Grocery store,none,72000.0,4000.0,0,2,1.0,T1,4,1200.0,1.0,1.0,Agro Based Businesses,12,12,7000.0
25279,Pusad,40,F,Muslim,Buffalo rearing,none,24000.0,4200.0,0,2,1.0,T2,2,1000.0,1.0,1.0,Animal husbandry,12,12,8000.0
3308,PUSAD,30,F,Muslim,Tailoring,none,12000.0,3000.0,0,3,1.0,T2,2,500.0,1.0,0.5,Apparels,12,12,5000.0
27688,Balasore,32,F,S.C,Goat rearing,Others,14400.0,65000.0,0,2,1.0,T1,4,280.0,0.0,1.0,Meat Businesses,12,12,10000.0
22676,Shantipur,47,F,Minority,Handloom Work,none,24000.0,4000.0,0,0,1.0,T1,4,900.0,1.0,1.0,Handicrafts,12,50,15000.0
23878,Kuruda,31,F,S.C,Tailoring,Others,16800.0,4100.0,0,2,1.0,T1,4,200.0,0.0,1.0,Apparels,12,12,10000.0
21825,,45,F,S.T,Fish rearing,Daily wage labourer,54000.0,3500.0,0,0,1.0,T1,4,800.0,1.0,1.0,Meat Businesses,12,12,5000.0
9261,Puri,40,F,,Milk business,,0.0,2500.0,0,0,1.0,T1,0,0.0,0.0,,Animal husbandry,12,12,5000.0
25993,Imphal,39,F,OBC,Tailoring,none,30000.0,2000.0,0,0,1.0,T2,4,1200.0,1.0,1.0,Apparels,12,12,12000.0
11079,Pusad,28,F,,Petty shop,,0.0,1500.0,0,0,1.0,T2,0,0.0,0.0,,Retail Store,12,12,5000.0
32947,Genguti,45,F,SC,Betel shop,Others,52800.0,4400.0,0,0,1.0,T2,3,280.0,1.0,1.0,Tobacco Related Activities,12,12,15000.0
25169,pune,25,F,Mang,Cloth business,none,72000.0,4000.0,0,3,1.0,T1,5,150.0,0.0,1.0,Apparels,12,12,6000.0
8939,Pusad,28,F,,Snacks business,,0.0,4000.0,0,0,1.0,T2,0,0.0,0.0,,Food Items,12,12,5000.0
8951,Nagpur,41,F,,Printing press,,0.0,3000.0,0,0,1.0,,0,0.0,0.0,,Business Services - II,12,50,7500.0
34372,Moirang,42,F,OBC,Weaver,none,52000.0,1500.0,0,3,1.0,T2,5,1900.0,1.0,0.5,Apparels,12,12,8000.0
34463,Pusad,45,F,SC,Buffalo rearing,none,84000.0,4500.0,0,1,1.0,T2,3,1000.0,1.0,1.0,Animal husbandry,12,12,15000.0
11576,Manjapra,36,F,,Gold polishing work,,0.0,5900.0,0,0,1.0,T1,0,0.0,0.0,,Jewellry Shop,12,50,7500.0
38947,Panruti/ Cuddalore,45,F,MBC,Banana Cultivation,none,78000.0,2000.0,0,0,1.0,T1,2,350.0,0.0,1.0,Farming/ Agriculture,12,12,8000.0
32384,Imphal,38,F,OBC,Weaver,none,54000.0,1500.0,0,1,1.0,T2,3,1800.0,1.0,0.5,Apparels,12,12,8000.0
11785,Dhanbad,39,F,,Footwear business,,0.0,2100.0,0,0,1.0,R,0,0.0,0.0,,Retail Store,12,12,5000.0
15714,Parola,58,M,Open,Betel shop,none,48000.0,2000.0,0,0,1.0,T2,2,600.0,1.0,1.0,Tobacco Related Activities,12,12,13000.0
27094,Periyapatna,46,M,SC,Gram cultivation,none,55000.0,4000.0,0,0,1.0,T2,4,600.0,1.0,1.0,Farming/ Agriculture,12,12,10000.0
33396,Nanjnagud,19,M,Shetty,Tailoring,none,60000.0,5000.0,0,0,1.0,T2,2,600.0,1.0,1.0,Apparels,12,12,10000.0
35662,Imphal,40,F,OBC,Embroidery work,none,54000.0,2000.0,0,3,1.0,T2,5,1400.0,1.0,0.5,Handicrafts,12,12,8000.0
21473,Mathurapur,43,F,G.C,Poultry farm,none,14400.0,4600.0,0,1,1.0,T1,5,560.0,1.0,0.5,Meat Businesses,12,50,15000.0
28451,Baruipur,48,F,G.C,Fruits business,none,60000.0,4000.0,1,0,1.0,T1,3,300.0,1.0,0.5,Agro Based Businesses,12,50,12000.0
12098,Bantaligram,55,F,,Milk business,,0.0,1500.0,0,0,1.0,T2,0,0.0,0.0,,Animal husbandry,12,12,5000.0
17280,Seragarh,26,F,General,Plastic recycling,Others,12000.0,3500.0,0,0,1.0,T1,4,280.0,1.0,1.0,Recycling/ Waste Management,12,12,8000.0
34108,,40,F,OBC,Cow Rearing,none,60000.0,45000.0,0,2,1.0,R,4,850.0,0.0,0.5,Animal husbandry,12,12,8000.0
28976,Bahoriband,23,F,OBC,Goat rearing,none,48000.0,3200.0,0,1,1.0,T2,2,300.0,0.0,0.5,Meat Businesses,12,12,12000.0
12197,Nilagiri,46,F,,Poultry farm,,0.0,5000.0,0,0,1.0,T2,0,0.0,0.0,,Meat Businesses,12,12,5000.0
1226,Pusad,22,F,Muslim,Tiffin center,none,0.0,1500.0,0,0,1.0,T2,2,300.0,1.0,0.5,Eateries,12,12,5000.0
36292,SAMBALPUR,38,F,ST,Vegetable cultivation,Others,30000.0,2300.0,0,3,1.0,T1,4,200.0,0.0,0.5,Farming/ Agriculture,12,12,8000.0
6409,,33,F,general,School,none,0.0,3000.0,0,2,1.0,T1,1,240.0,1.0,0.5,Education Loan,12,12,7000.0
21663,Mysore,43,F,ST,Fruits business,none,50000.0,3000.0,0,1,1.0,T1,5,600.0,0.0,1.0,Agro Based Businesses,12,12,10000.0
30418,,29,F,SC,Vegetable cultivation,none,30000.0,1500.0,0,2,1.0,T2,4,600.0,0.0,0.5,Farming/ Agriculture,12,12,6000.0
4755,KOLKATA,38,F,GENL,Saree business,none,24000.0,6000.0,0,2,0.0,R,4,280.0,1.0,0.5,Apparels,12,12,5000.0
28058,Baruipur,43,F,G.C,Furniture Business,none,18000.0,4500.0,0,0,1.0,T1,3,500.0,1.0,0.5,Carpentery work,12,50,12000.0
6956,Joynagar,38,F,GC,Embroidery work,none,9600.0,4500.0,0,3,1.0,T1,5,400.0,1.0,0.5,Handicrafts,12,50,5000.0
6111,Kumardhubi,28,F,Hindu,Tailoring,none,24000.0,4000.0,0,4,0.0,T1,6,400.0,1.0,0.5,Apparels,12,12,5000.0
36164,Kakching,49,F,s.c.,Paddy processing,none,58000.0,1500.0,0,0,1.0,T2,4,1750.0,1.0,0.5,Agro Based Businesses,12,12,12000.0
23146,Mysore,48,M,ST,Fruits business,none,48000.0,4000.0,0,0,1.0,T2,3,600.0,0.0,1.0,Agro Based Businesses,12,12,10000.0
8620,Mathurapur,23,F,,Decoration items sale,,0.0,3650.0,0,0,1.0,,0,0.0,0.0,,Retail Sale,12,50,5000.0
21895,pune,35,F,Chambar,Bangles business,none,24000.0,5000.0,0,3,1.0,T2,5,120.0,0.0,1.0,Artifical Jewellry Selling,12,12,7000.0
26934,Santipur,40,F,S.c,Handloom Work,none,60000.0,4000.0,0,0,1.0,T1,2,600.0,1.0,1.0,Handicrafts,12,50,8000.0
14401,Sambalpur,38,F,ST,Goat rearing,Agriculture,36000.0,3500.0,0,2,1.0,T1,4,1200.0,0.0,0.5,Meat Businesses,12,12,5000.0
34811,SANDESHKHALI,50,F,GEN,Fish rearing,Daily wage labourer,54000.0,4000.0,0,0,1.0,T2,3,550.0,1.0,1.0,Meat Businesses,12,12,8000.0
4861,Mathurapur,41,F,G.C,Embroidery work,none,24000.0,4800.0,0,2,1.0,T1,4,300.0,1.0,0.5,Handicrafts,12,50,8000.0
15443,Shantipur,29,F,Sechudle Caste,Cloth business,none,24000.0,3000.0,0,2,1.0,T1,4,300.0,1.0,1.0,Apparels,12,50,11000.0
32899,MORAR,42,F,OBC,Milk business,none,54000.0,4000.0,0,0,1.0,R,4,250.0,0.0,0.5,Animal husbandry,12,12,8000.0
12166,Mathurapur,50,F,,Tiffin center,,0.0,3300.0,0,0,1.0,,0,0.0,0.0,,Eateries,12,50,5000.0
33787,Depalpur indore,22,F,Mochi,Cattle rearing,none,60000.0,2500.0,0,1,1.0,T2,2,120.0,0.0,0.5,Animal husbandry,12,12,8000.0
22651,Shantipur,22,F,Sechudle Caste,Handloom Work,none,24000.0,3500.0,0,2,1.0,T1,4,200.0,1.0,1.0,Handicrafts,12,50,10000.0
10415,Joynagar,23,F,,Artificial Flower Making,,0.0,3800.0,0,0,1.0,T1,0,0.0,0.0,,Flower Business,12,50,5000.0
28660,Santipur,45,F,Minority,Handloom Work,none,60000.0,3200.0,0,2,1.0,T1,4,700.0,1.0,1.0,Handicrafts,12,50,12000.0
36883,Bahragoda,59,F,Hindu,Bangles business,none,50000.0,3080.0,0,0,1.0,T1,2,1000.0,1.0,1.0,Artifical Jewellry Selling,12,12,8000.0
10420,Mathurapur,28,F,,General store,,0.0,3500.0,0,0,1.0,T2,0,0.0,0.0,,Retail Store,12,53,5000.0
15468,Shantipur,52,F,General Caste,Carpenter/Wood business,none,18000.0,4000.0,0,0,1.0,R,3,800.0,1.0,1.0,Carpentery work,12,50,15000.0
3905,Kumadhubi,45,M,Hindu,Grocery store,none,45000.0,3200.0,1,1,1.0,R,6,900.0,1.0,0.5,Agro Based Businesses,12,12,5000.0
24557,Shantipur,46,F,Schudle Cast,Handloom Work,none,60000.0,4000.0,0,0,1.0,T1,4,600.0,1.0,1.0,Handicrafts,12,50,15000.0
36499,Pusad,37,F,Muslim,Education Loan,none,72000.0,4000.0,0,3,1.0,T2,4,600.0,1.0,1.0,Education Loan,12,12,12000.0
9467,Nuapada,37,F,,General store,,0.0,4000.0,0,0,1.0,T1,0,0.0,0.0,,Retail Store,12,12,3000.0
12657,Coimbatore,30,F,,Fast Food Stall,,0.0,4000.0,0,0,1.0,T1,0,0.0,0.0,,Eateries,12,50,5000.0
14569,SANDESHKHALI-1,36,F,SC,Poultry farm,Agriculture,18000.0,4000.0,0,2,1.0,T1,6,600.0,0.0,0.5,Meat Businesses,12,12,5000.0
27179,SANDESHKHALI,53,M,ST,Fish rearing,Daily wage labourer,54000.0,4200.0,1,0,1.0,T1,2,900.0,1.0,1.0,Meat Businesses,12,12,7000.0
18293,Bahoriband,32,F,OBC,Vegetable cultivation,Daily wage labourer,48000.0,3000.0,0,3,1.0,T2,2,600.0,0.0,0.5,Farming/ Agriculture,12,12,5000.0
28533,Joynagar,28,F,G.C,Tailoring,none,58000.0,4000.0,0,1,1.0,R,3,540.0,1.0,0.5,Apparels,12,50,15000.0
20472,Shantipur,26,F,Minority,Handloom Work,none,24000.0,3000.0,0,2,1.0,T1,4,300.0,1.0,1.0,Handicrafts,12,50,8000.0
33883,K. R. Nagar,55,M,okkaliga,Carpenter/Wood business,none,48000.0,4000.0,0,0,1.0,T1,4,600.0,1.0,1.0,Carpentery work,12,12,10000.0
16490,Jhabua,20,F,SC,Bamboo craft,none,36000.0,2000.0,0,1,1.0,T2,2,400.0,1.0,0.5,Handicrafts,12,12,8000.0
24087,Pusad,30,F,OBC,Mess Work,none,48000.0,2700.0,0,1,1.0,T2,2,200.0,1.0,1.0,Eateries,12,12,10000.0
22095,Shantipur,58,F,General Caste,Saree business,none,18000.0,3500.0,1,0,1.0,T1,3,700.0,1.0,1.0,Apparels,12,50,13000.0
21106,SANDESHKHALI,28,F,SC,Paddy processing,Daily wage labourer,54000.0,4000.0,0,2,1.0,T1,4,1200.0,1.0,1.0,Agro Based Businesses,12,12,7000.0
21021,Muzaffarpur,35,F,OBC,Tailoring,Agriculture,60000.0,5000.0,0,1,1.0,T2,4,400.0,1.0,1.0,Apparels,12,50,8000.0
39209,KODANGAL MANDAL,30,F,BC,Gram cultivation,none,48000.0,3200.0,0,0,1.0,T1,2,400.0,0.0,0.5,Farming/ Agriculture,6,6,6000.0
2789,KOLKATA,40,F,GENERAL,Artificial Jewellery Business,none,0.0,4000.0,0,1,0.0,R,3,200.0,1.0,0.5,Artifical Jewellry Selling,12,12,5000.0
22653,Shantipur,44,F,Sechudle Caste,Grocery store,none,24000.0,3500.0,0,2,1.0,T1,4,400.0,1.0,1.0,Agro Based Businesses,12,50,10000.0
13094,Muzaffarpur,25,F,OBC,Goat rearing,Daily wage labourer,60000.0,60000.0,0,2,1.0,T2,4,100.0,1.0,1.0,Meat Businesses,12,50,5000.0
17565,pune,40,F,Maratha,Laundry,none,60000.0,4000.0,0,0,1.0,T1,4,150.0,0.0,1.0,Laundry Services,12,12,5000.0
17879,Bahoriband,34,F,ST,Grocery store,none,72000.0,5000.0,0,2,1.0,T2,2,600.0,0.0,0.5,Agro Based Businesses,12,12,5000.0
16446,Kozhinjampara,31,F,OBC,Tailoring,none,69600.0,4800.0,0,0,1.0,T1,2,5.0,1.0,1.0,Apparels,12,50,10000.0
26569,Imphal,51,F,OBC,Rice business,none,42000.0,2000.0,1,2,1.0,T2,4,400.0,1.0,0.5,Agro Based Businesses,12,12,12000.0
14558,Coimbatore,37,F,OBC,Education Loan,none,42000.0,3000.0,0,1,0.0,R,2,400.0,0.0,0.5,Education Loan,12,12,7000.0
15623,SANDESHKHALI-1,43,F,SC,Vegetable vendor,Others,84000.0,6500.0,0,0,1.0,T2,4,800.0,1.0,1.0,Agro Based Businesses,12,12,5000.0
35371,Gwalior,39,F,SC,Grocery store,Others,72000.0,6000.0,0,2,1.0,R,4,400.0,1.0,1.0,Agro Based Businesses,12,12,8000.0
21807,,31,F,OBC,Cow Rearing,Agriculture,24000.0,2500.0,0,1,1.0,T2,5,850.0,0.0,0.0,Animal husbandry,12,12,9000.0
26242,,46,F,sc,Cow Rearing,none,12000.0,2500.0,0,1,1.0,R,3,850.0,0.0,1.0,Animal husbandry,12,12,8000.0
26472,,25,F,OBC,Vegetable cultivation,none,20000.0,2500.0,0,1,1.0,T2,3,850.0,0.0,0.5,Farming/ Agriculture,12,12,6000.0
1460,Puri,43,F,OBC,General store,none,42000.0,2500.0,0,1,1.0,T2,5,250.0,1.0,0.5,Retail Store,12,12,7500.0
27858,Santipur,26,F,S.c,Handloom Work,none,60000.0,3200.0,0,2,1.0,R,4,700.0,1.0,1.0,Handicrafts,12,50,10000.0
21743,Shantipur,43,F,Sechudle Caste,Saree business,none,24000.0,4000.0,0,1,1.0,T1,3,600.0,1.0,1.0,Apparels,12,50,15000.0
22759,Baruipur,36,F,G.C,Thread making,none,14400.0,4500.0,0,0,1.0,T1,3,350.0,1.0,0.5,Business Services - II,12,50,10000.0
33912,Hunsur,58,F,okkaliga,Banana Cultivation,Agriculture,48000.0,4000.0,1,0,1.0,T2,2,600.0,1.0,1.0,Farming/ Agriculture,12,12,10000.0
2187,KOLKATA,44,F,GENL,Mini hotel,none,60000.0,7500.0,0,2,0.0,T1,4,400.0,1.0,0.5,Eateries,12,12,5000.0
26777,Gocharan,37,F,S.C.,Processed food business,none,20400.0,4300.0,0,1,1.0,T1,3,380.0,1.0,0.5,Eateries,12,50,12000.0
23721,Pusad,35,F,VJNT,School,none,18000.0,3000.0,0,3,1.0,T2,2,800.0,1.0,1.0,Education Loan,12,12,7000.0
10996,Parsaguda,30,F,,Vegetable vendor,,0.0,2700.0,0,0,1.0,T1,0,0.0,0.0,,Agro Based Businesses,12,12,3000.0
453,Nuapada,19,F,ST,Vegetable vendor,none,36000.0,3000.0,0,0,1.0,T1,2,112.0,1.0,0.5,Agro Based Businesses,12,12,5000.0
24688,Digras,48,F,VJNT,Buffalo rearing,none,36000.0,3000.0,0,0,1.0,T2,2,400.0,1.0,1.0,Animal husbandry,12,12,10000.0
23914,Joynagar,22,F,G.C,Embroidery work,none,12000.0,3700.0,0,1,1.0,T1,3,350.0,1.0,0.5,Handicrafts,12,50,10000.0
17780,Baruipur,45,F,GC,Readymade Garments,none,12000.0,4100.0,0,1,1.0,T1,4,600.0,1.0,0.5,Apparels,12,50,7000.0
15459,Muzaffarpur,45,F,OBC,Goat rearing,Agriculture,60000.0,5000.0,0,1,1.0,R,4,100.0,1.0,1.0,Meat Businesses,12,50,8000.0
19891,Bundu,45,F,SC,Paddy cultivation,Agriculture,30000.0,2200.0,0,0,1.0,T1,2,430.0,0.0,0.0,Farming/ Agriculture,12,12,7500.0
3890,Chirkunda,32,M,Muslim,Mechanic,none,45000.0,3000.0,1,1,1.0,T1,5,800.0,1.0,0.5,Repair Services,12,12,5000.0
10867,Johara Puram,38,F,,Tailoring,,0.0,3000.0,0,0,0.0,T2,0,0.0,0.0,,Apparels,12,50,5000.0
19991,Kozhinjampara,32,F,OBC,Spices and condiments business,none,58800.0,3900.0,0,0,1.0,T1,2,4.0,1.0,1.0,Agro Based Businesses,12,50,10000.0
16981,Joynagar,52,F,GC,Tailoring,none,12000.0,4800.0,0,0,1.0,T1,4,350.0,1.0,0.5,Apparels,12,50,8000.0
22005,PUSAD,30,F,OBC,Vegetable vendor,none,30000.0,3200.0,0,1,1.0,T2,2,500.0,1.0,1.0,Agro Based Businesses,12,12,12000.0
18613,Shantipur,26,F,Sechudle Caste,Handloom Work,none,24000.0,3500.0,0,1,1.0,R,3,600.0,1.0,1.0,Handicrafts,12,50,10000.0
26714,Santipur,44,F,Minority,Handloom Work,none,60000.0,4000.0,0,0,1.0,T1,3,600.0,1.0,1.0,Handicrafts,12,50,14000.0
11056,Vadakkancheri,42,F,,Cow Rearing,,0.0,3800.0,0,0,1.0,T1,0,0.0,0.0,,Animal husbandry,12,50,7500.0
18420,pipliya,49,F,st,Goat rearing,Agriculture,48000.0,2000.0,0,3,1.0,T2,2,500.0,0.0,0.5,Meat Businesses,12,12,10000.0
5640,Palakkad,26,F,Christian,Wet grinding,none,57600.0,4100.0,0,1,1.0,T1,2,5.0,1.0,0.5,Business Services - II,12,50,7500.0
4850,,41,F,General,Tiffin center,Others,36000.0,2800.0,0,3,1.0,T1,2,400.0,1.0,0.5,Eateries,12,50,5000.0
3300,Nuapada,31,F,SC,Utensils selling,none,36000.0,3000.0,0,3,1.0,T1,1,113.0,1.0,0.5,Retail Sale,12,12,5000.0
65,Nuapada,30,F,SC,General store,Daily wage labourer,42000.0,3500.0,0,1,1.0,T1,1,112.0,1.0,0.5,Retail Store,12,12,5000.0
27474,Bahoriband,32,F,ST,Goat rearing,none,48000.0,2500.0,0,0,1.0,T2,2,250.0,0.0,0.5,Meat Businesses,12,12,8000.0
27378,Joynagar,26,F,G.C,Saree business,none,14400.0,3700.0,0,2,1.0,T2,4,350.0,1.0,0.5,Apparels,12,50,8000.0
17933,Bahoriband,35,F,OBC,Goat rearing,Daily wage labourer,48000.0,3000.0,0,0,1.0,T2,2,400.0,0.0,0.5,Meat Businesses,12,12,8000.0
13673,Mugma,46,F,Hindu,Goat rearing,none,18000.0,2500.0,0,0,1.0,T1,2,700.0,0.0,1.0,Meat Businesses,12,12,5000.0
19417,Pune,36,F,Bauddha,Tailoring,Daily wage labourer,60000.0,4000.0,0,2,1.0,T1,5,150.0,0.0,1.0,Apparels,12,12,5000.0
22623,,24,F,SC,Fish rearing,Daily wage labourer,48000.0,3500.0,0,1,1.0,R,3,900.0,1.0,1.0,Meat Businesses,12,12,5000.0
12096,Mathurapur,28,F,,Poultry farm,,0.0,3000.0,0,0,1.0,T2,0,0.0,0.0,,Meat Businesses,12,50,5000.0
2095,Nuapada,30,F,OBC,Readymade Garments,none,30000.0,2500.0,0,3,1.0,T1,5,113.0,1.0,0.5,Apparels,12,12,5000.0
15155,Parola,25,M,OBC,Grocery store,none,60000.0,3000.0,0,0,1.0,T2,1,1000.0,1.0,1.0,Agro Based Businesses,12,12,10000.0
38935,Balasore,41,F,SC,Tailoring,none,60000.0,5000.0,0,3,1.0,R,5,280.0,1.0,1.0,Apparels,12,12,8000.0
22468,Mysore,43,M,Korma,Vegetable vendor,none,48000.0,2000.0,0,2,0.0,R,4,600.0,1.0,1.0,Agro Based Businesses,12,12,10000.0
6183,Muzaffarpur,40,F,OBC,Readymade Garments,none,60000.0,4500.0,0,2,1.0,T2,4,250.0,1.0,0.5,Apparels,12,50,5000.0
15592,Parola,45,M,OBC,Beauty salon,none,36000.0,2000.0,0,0,1.0,T2,1,400.0,0.0,1.0,Beauty Salon,12,12,13000.0
12662,Hazaribagh,22,F,,Carpenter/Wood business,,0.0,2300.0,0,0,,T1,0,0.0,0.0,,Carpentery work,12,12,5000.0
3857,Vadakkencherry,46,F,Ezhava,Paddy cultivation,Agriculture,74400.0,4000.0,0,1,1.0,T1,2,4.0,1.0,0.5,Farming/ Agriculture,12,50,7500.0
20844,Teh-Bahoriband,28,F,OBC,Black smith,none,48000.0,1000.0,0,2,1.0,T2,2,200.0,0.0,0.5,Construction Related Activities,12,12,8000.0
6602,Muzaffarpur,40,F,OBC,Cattle rearing,none,60000.0,5000.0,0,1,1.0,T2,3,150.0,1.0,0.5,Animal husbandry,12,50,5000.0
26255,Shantipur,41,F,mionrity,Handloom Work,none,60000.0,3500.0,0,2,1.0,T1,4,700.0,1.0,1.0,Handicrafts,12,50,15000.0
10224,Tanwat,28,F,,Brick manufacturing unit,,0.0,4000.0,0,0,1.0,T1,0,0.0,0.0,,Construction Related Activities,12,12,3000.0
12915,Joynagar,53,F,GC,Cloth business,none,18000.0,3500.0,1,0,1.0,T1,3,400.0,1.0,0.5,Apparels,12,50,5000.0
30757,Imphal,44,F,OBC,Weaver,none,48000.0,2000.0,0,3,1.0,T2,4,2600.0,1.0,0.5,Apparels,12,12,8000.0
29936,Ningthoukhong,33,F,OBC,Petty shop,none,42000.0,1500.0,0,2,1.0,T2,4,1500.0,1.0,0.5,Retail Store,12,12,8000.0
18214,Shantipur,25,F,Sechudle Caste,Grocery store,none,18000.0,3000.0,0,2,1.0,T1,4,800.0,1.0,1.0,Agro Based Businesses,12,50,11000.0
30341,Pune,34,F,Muslim,School,none,60000.0,4500.0,0,3,1.0,T1,4,100.0,1.0,1.0,Education Loan,12,12,12000.0
4683,Motiganj,36,F,General,Tailoring,Others,7200.0,3500.0,0,2,1.0,T1,4,300.0,1.0,0.5,Apparels,12,12,5000.0
21882,D.Barasat,25,F,S.C,Beedi rolling business,none,14400.0,4400.0,0,1,1.0,T1,3,340.0,1.0,0.5,Tobacco Related Activities,12,50,12000.0
36352,Bahoriband,26,F,OBC,General store,none,48000.0,2200.0,0,2,1.0,T2,2,250.0,0.0,0.5,Retail Store,12,12,10000.0
29967,Imphal,25,F,OBC,Weaver,none,40000.0,1500.0,0,1,1.0,T2,3,1350.0,1.0,0.5,Apparels,12,12,12000.0
14259,Muzaffarpur,25,F,OBC,Furniture Business,Daily wage labourer,60000.0,60000.0,0,1,1.0,T2,3,100.0,1.0,1.0,Carpentery work,12,50,5000.0
22223,Imphal,31,F,OBC,Weaver,Agriculture,36000.0,2000.0,0,2,1.0,T2,4,1600.0,1.0,0.5,Apparels,12,12,12000.0
15454,Muzaffarpur,45,F,OBC,Buffalo rearing,Agriculture,60000.0,5000.0,0,1,1.0,T2,2,100.0,1.0,1.0,Animal husbandry,12,50,8000.0
36250,Thoubal,43,F,OBC,Weaver,none,52000.0,1500.0,0,3,1.0,T2,5,1500.0,1.0,1.0,Apparels,12,12,8000.0
17869,Bahoriband,50,F,OBC,Cow Rearing,Daily wage labourer,18000.0,1000.0,0,0,1.0,T2,1,400.0,0.0,0.5,Animal husbandry,12,12,5000.0
